rank,series_id,name,global_name,units,price,link,image_url,series_url,manufacturer,manufacturer_ja
127,4370.0,天逸 C5 AIRCROSS,天逸 C5 AIRCROSS,,14.97-16.37万,https://www.autohome.com.cn/4370/#pvareaid=6861512,public/autohome_images/127_126_天逸_C5_AIRCROSS.png,https://www.autohome.com.cn/4370/#pvareaid=6861512,雪铁龙,Citroën
128,5385.0,冒险家,Escape,,23.58-34.58万,https://www.autohome.com.cn/5385/#pvareaid=6861512,public/autohome_images/128_127_冒险家.png,https://www.autohome.com.cn/5385/#pvareaid=6861512,林肯,Lincoln
129,6526.0,奥迪Q6,Q6,,46.76-61.06万,https://www.autohome.com.cn/6526/#pvareaid=6861512,public/autohome_images/129_128_奥迪Q6.png,https://www.autohome.com.cn/6526/#pvareaid=6861512,奥迪,Audi
130,5246.0,探岳X,探岳X,,23.29-26.29万,https://www.autohome.com.cn/5246/#pvareaid=6861512,public/autohome_images/130_129_探岳X.png,https://www.autohome.com.cn/5246/#pvareaid=6861512,大众,Volkswagen
131,4776.0,微蓝6,Velite 6,,11.28-16.89万,https://www.autohome.com.cn/4776/#pvareaid=6861512,public/autohome_images/131_130_微蓝6.png,https://www.autohome.com.cn/4776/#pvareaid=6861512,别克,Buick
132,7677.0,广汽本田P7,P7,,19.99-21.89万,https://www.autohome.com.cn/7677/#pvareaid=6861512,public/autohome_images/132_131_广汽本田P7.png,https://www.autohome.com.cn/7677/#pvareaid=6861512,本田,ホンダ
133,2565.0,艾力绅,Elysion,,24.98-30.38万,https://www.autohome.com.cn/2565/#pvareaid=6861512,public/autohome_images/133_132_艾力绅.png,https://www.autohome.com.cn/2565/#pvareaid=6861512,本田,ホンダ
134,7396.0,探陆,Talagon,,23.98-30.18万,https://www.autohome.com.cn/7396/#pvareaid=6861512,public/autohome_images/134_133_探陆.png,https://www.autohome.com.cn/7396/#pvareaid=6861512,日产,日産
135,7044.0,smart精灵#3,smart #3,,16.49-25.99万,https://www.autohome.com.cn/7044/#pvareaid=6861512,public/autohome_images/135_134_smart精灵_3.png,https://www.autohome.com.cn/7044/#pvareaid=6861512,smart,smart
136,5445.0,威然,Viloran,,28.98-40.28万,https://www.autohome.com.cn/5445/#pvareaid=6861512,public/autohome_images/136_135_威然.png,https://www.autohome.com.cn/5445/#pvareaid=6861512,大众,Volkswagen
137,4904.0,帕萨特插电混动,帕萨特插电混动,,,https://www.autohome.com.cn/4904/#pvareaid=6861512,public/autohome_images/137_136_帕萨特插电混动.png,https://www.autohome.com.cn/4904/#pvareaid=6861512,大众,Volkswagen
138,7127.0,雅阁新能源,雅阁新能源,,,https://www.autohome.com.cn/7127/#pvareaid=6861512,public/autohome_images/138_137_雅阁新能源.png,https://www.autohome.com.cn/7127/#pvareaid=6861512,本田,ホンダ
139,4304.0,本田UR-V,UR-V,,24.68-32.98万,https://www.autohome.com.cn/4304/#pvareaid=6861512,public/autohome_images/139_138_本田UR-V.png,https://www.autohome.com.cn/4304/#pvareaid=6861512,本田,ホンダ
140,5586.0,马自达CX-30,CX-30,,9.99-13.99万,https://www.autohome.com.cn/5586/#pvareaid=6861512,public/autohome_images/140_139_马自达CX-30.png,https://www.autohome.com.cn/5586/#pvareaid=6861512,马自达,マツダ
141,7010.0,世纪,Century,,46.99-69.99万,https://www.autohome.com.cn/7010/#pvareaid=6861512,public/autohome_images/141_140_世纪.png,https://www.autohome.com.cn/7010/#pvareaid=6861512,别克,Buick
142,3751.0,威朗,ヴェイラン (Verano),,12.89-15.89万,https://www.autohome.com.cn/3751/#pvareaid=6861512,public/autohome_images/142_141_威朗.png,https://www.autohome.com.cn/3751/#pvareaid=6861512,别克,Buick
143,3802.0,凯迪拉克CT6,CT6,,36.99-42.99万,https://www.autohome.com.cn/3802/#pvareaid=6861512,public/autohome_images/143_142_凯迪拉克CT6.png,https://www.autohome.com.cn/3802/#pvareaid=6861512,凯迪拉克,Cadillac
144,5211.0,锐际,エスケープ (Escape),,16.98-21.98万,https://www.autohome.com.cn/5211/#pvareaid=6861512,public/autohome_images/144_143_锐际.png,https://www.autohome.com.cn/5211/#pvareaid=6861512,福特,Ford
145,8213.0,福特智趣烈马,福特智趣烈马,,22.98-28.28万,https://www.autohome.com.cn/8213/#pvareaid=6861512,public/autohome_images/145_144_福特智趣烈马.png,https://www.autohome.com.cn/8213/#pvareaid=6861512,福特,Ford
146,5511.0,ID.4 X,ID.4 X,,15.99-21.19万,https://www.autohome.com.cn/5511/#pvareaid=6861512,public/autohome_images/146_145_ID_4_X.png,https://www.autohome.com.cn/5511/#pvareaid=6861512,大众,Volkswagen
147,2927.0,胜达,Santa Fe,,19.58-26.88万,https://www.autohome.com.cn/2927/#pvareaid=6861512,public/autohome_images/147_146_胜达.png,https://www.autohome.com.cn/2927/#pvareaid=6861512,现代,Hyundai
148,6386.0,型格,Integra,,13.99-17.09万,https://www.autohome.com.cn/6386/#pvareaid=6861512,public/autohome_images/148_147_型格.png,https://www.autohome.com.cn/6386/#pvareaid=6861512,本田,ホンダ
149,813.0,福瑞迪,フォルテ (Forte),,7.88-13.98万,https://www.autohome.com.cn/813/#pvareaid=6861512,public/autohome_images/149_148_福瑞迪.png,https://www.autohome.com.cn/813/#pvareaid=6861512,起亚,Kia
150,4271.0,标致5008,Peugeot 5008,5008.0,17.87-18.97万,https://www.autohome.com.cn/4271/#pvareaid=6861512,public/autohome_images/150_149_标致5008.png,https://www.autohome.com.cn/4271/#pvareaid=6861512,标致,标致
